tiempo,ángulo
'0:0:21.49,175.20
'0:0:21.5,176.08
'0:0:21.51,176.52
'0:0:21.52,177.40
'0:0:21.53,178.36
'0:0:21.54,178.72
'0:0:21.55,179.59
'0:0:21.56,180.30
'0:0:21.57,180.65
'0:0:21.58,181.35
'0:0:21.59,182.06
'0:0:21.6,182.41
'0:0:21.61,183.11
'0:0:21.62,183.64
'0:0:21.63,183.90
'0:0:21.64,184.78
'0:0:21.65,185.04
'0:0:21.66,185.22
'0:0:21.67,185.66
'0:0:21.68,185.84
'0:0:21.69,185.92
'0:0:21.7,186.19
'0:0:21.71,186.45
'0:0:21.72,186.45
'0:0:21.73,186.63
'0:0:21.74,186.80
'0:0:21.75,186.80
'0:0:21.76,186.80
'0:0:21.77,186.80
'0:0:21.78,186.80
'0:0:21.79,186.80
'0:0:21.8,186.80
'0:0:21.81,186.72
'0:0:21.82,186.45
'0:0:21.83,186.19
'0:0:21.84,186.01
'0:0:21.85,185.66
'0:0:21.86,185.22
'0:0:21.87,185.04
'0:0:21.88,184.52
'0:0:21.89,183.99
'0:0:21.9,183.73
'0:0:21.91,183.11
'0:0:21.92,182.50
'0:0:21.93,182.14
'0:0:21.94,181.44
'0:0:21.95,180.65
'0:0:21.96,180.21
'0:0:21.97,179.42
'0:0:21.98,178.72
'0:0:21.99,178.28
'0:0:22.0,177.48
'0:0:22.01,176.08
'0:0:22.02,175.29
'0:0:22.03,175.29
'0:0:22.04,174.23
'0:0:22.05,173.79
'0:0:22.06,172.83
'0:0:22.07,171.86
'0:0:22.08,171.33
'0:0:22.09,170.36
'0:0:22.1,169.40
'0:0:22.11,168.87
'0:0:22.12,167.90
'0:0:22.13,166.85
'0:0:22.14,166.41
'0:0:22.15,165.44
'0:0:22.16,164.39
'0:0:22.17,164.03
'0:0:22.18,163.07
'0:0:22.19,162.19
'0:0:22.2,161.75
'0:0:22.21,160.87
'0:0:22.22,159.90
'0:0:22.23,159.46
'0:0:22.24,158.67
'0:0:22.25,157.88
'0:0:22.26,157.44
'0:0:22.27,156.74
'0:0:22.28,155.77
'0:0:22.29,155.07
'0:0:22.3,154.80
'0:0:22.31,154.45
'0:0:22.32,153.92
'0:0:22.33,153.66
'0:0:22.34,153.13
'0:0:22.35,152.87
'0:0:22.36,152.43
'0:0:22.37,152.08
'0:0:22.38,151.90
'0:0:22.39,151.64
'0:0:22.4,151.38
'0:0:22.41,151.29
'0:0:22.42,151.02
'0:0:22.43,150.94
'0:0:22.44,150.85
'0:0:22.45,150.85
'0:0:22.46,150.85
'0:0:22.47,150.85
'0:0:22.48,150.85
'0:0:22.49,150.94
'0:0:22.5,150.94
'0:0:22.51,151.11
'0:0:22.52,151.29
'0:0:22.53,151.38
'0:0:22.54,151.64
'0:0:22.55,151.99
'0:0:22.56,152.17
'0:0:22.57,152.69
'0:0:22.58,153.13
'0:0:22.59,153.40
'0:0:22.6,153.92
'0:0:22.61,154.54
'0:0:22.62,154.80
'0:0:22.63,155.42
'0:0:22.64,156.12
'0:0:22.65,156.56
'0:0:22.66,157.27
'0:0:22.67,158.06
'0:0:22.68,158.41
'0:0:22.69,159.29
'0:0:22.7,160.08
'0:0:22.71,160.52
'0:0:22.72,161.40
'0:0:22.73,162.28
'0:0:22.74,162.72
'0:0:22.75,163.68
'0:0:22.76,164.65
'0:0:22.77,165.09
'0:0:22.78,166.06
'0:0:22.79,167.02
'0:0:22.8,167.46
'0:0:22.81,168.43
'0:0:22.82,169.40
'0:0:22.83,169.92
'0:0:22.84,170.80
'0:0:22.85,171.68
'0:0:22.86,172.21
'0:0:22.87,173.18
'0:0:22.88,174.06
'0:0:22.89,174.50
'0:0:22.9,175.37
'0:0:22.91,176.25
'0:0:22.92,177.48
'0:0:22.93,177.84
'0:0:22.94,178.63
'0:0:22.95,179.07
'0:0:22.96,179.42
'0:0:22.97,180.12
'0:0:22.98,180.39
'0:0:22.99,181.09
'0:0:23.0,181.70
'0:0:23.01,182.58
'0:0:23.02,183.11
'0:0:23.03,183.11
'0:0:23.04,183.37
'0:0:23.05,183.90
'0:0:23.06,184.25
'0:0:23.07,184.43
'0:0:23.08,184.78
'0:0:23.09,185.13
'0:0:23.1,185.22
'0:0:23.11,185.40
'0:0:23.12,185.66
'0:0:23.13,185.75
'0:0:23.14,185.84
'0:0:23.15,185.92
'0:0:23.16,186.01
'0:0:23.17,185.92
'0:0:23.18,185.92
'0:0:23.19,185.92
'0:0:23.2,185.92
'0:0:23.21,185.84
'0:0:23.22,185.75
'0:0:23.23,185.40
'0:0:23.24,185.22
'0:0:23.25,185.13
'0:0:23.26,184.69
'0:0:23.27,184.25
'0:0:23.28,183.90
'0:0:23.29,183.37
'0:0:23.3,182.93
'0:0:23.31,182.58
'0:0:23.32,182.06
'0:0:23.33,181.44
'0:0:23.34,181.09
'0:0:23.35,180.30
'0:0:23.36,179.59
'0:0:23.37,179.15
'0:0:23.38,178.45
'0:0:23.39,177.75
'0:0:23.4,177.31
'0:0:23.41,176.52
'0:0:23.42,175.64
'0:0:23.43,175.29
'0:0:23.44,174.41
'0:0:23.45,173.44
'0:0:23.46,173.00
'0:0:23.47,172.03
'0:0:23.48,171.16
'0:0:23.49,170.63
'0:0:23.5,169.75
'0:0:23.51,168.78
'0:0:23.52,168.43
'0:0:23.53,167.37
'0:0:23.54,166.41
'0:0:23.55,165.97
'0:0:23.56,164.21
'0:0:23.57,163.77
'0:0:23.58,163.33
'0:0:23.59,162.45
'0:0:23.6,162.01
'0:0:23.61,161.57
'0:0:23.62,160.69
'0:0:23.63,159.90
'0:0:23.64,159.55
'0:0:23.65,158.76
'0:0:23.66,158.06
'0:0:23.67,157.70
'0:0:23.68,157.00
'0:0:23.69,156.39
'0:0:23.7,156.12
'0:0:23.71,155.51
'0:0:23.72,155.07
'0:0:23.73,154.80
'0:0:23.74,154.36
'0:0:23.75,153.92
'0:0:23.76,153.66
'0:0:23.77,153.31
'0:0:23.78,152.96
'0:0:23.79,152.78
'0:0:23.8,152.52
'0:0:23.81,152.25
'0:0:23.82,152.25
'0:0:23.83,152.08
'0:0:23.84,151.99
'0:0:23.85,151.90
'0:0:23.86,151.90
'0:0:23.87,151.90
'0:0:23.88,151.81
'0:0:23.89,151.90
'0:0:23.9,151.99
'0:0:23.91,152.08
'0:0:23.92,152.25
'0:0:23.93,152.43
'0:0:23.94,152.61
'0:0:23.95,152.87
'0:0:23.96,153.13
'0:0:23.97,153.40
'0:0:23.98,153.75
'0:0:23.99,154.28
'0:0:24.0,154.54
'0:0:24.01,155.60
'0:0:24.02,156.03
'0:0:24.03,156.03
'0:0:24.04,156.65
'0:0:24.05,157.35
'0:0:24.06,157.70
'0:0:24.07,158.41
'0:0:24.08,159.11
'0:0:24.09,159.55
'0:0:24.1,160.34
'0:0:24.11,161.13
'0:0:24.12,161.49
'0:0:24.13,162.36
'0:0:24.14,163.16
'0:0:24.15,163.59
'0:0:24.16,164.47
'0:0:24.17,165.35
'0:0:24.18,165.88
'0:0:24.19,166.76
'0:0:24.2,168.17
'0:0:24.21,169.05
'0:0:24.22,169.48
'0:0:24.23,169.92
'0:0:24.24,170.80
'0:0:24.25,171.24
'0:0:24.26,172.12
'0:0:24.27,172.56
'0:0:24.28,173.44
'0:0:24.29,174.32
'0:0:24.3,174.76
'0:0:24.31,175.55
'0:0:24.32,176.34
'0:0:24.33,176.69
'0:0:24.34,177.40
'0:0:24.35,178.19
'0:0:24.36,178.54
'0:0:24.37,179.24
'0:0:24.38,179.86
'0:0:24.39,180.21
'0:0:24.4,180.83
'0:0:24.41,181.35
'0:0:24.42,181.62
'0:0:24.43,182.14
'0:0:24.44,182.58
'0:0:24.45,182.76
'0:0:24.46,183.20
'0:0:24.47,183.55
'0:0:24.48,183.73
'0:0:24.49,184.08
'0:0:24.5,184.25
'0:0:24.51,184.43
'0:0:24.52,184.52
'0:0:24.53,184.69
'0:0:24.54,184.69
'0:0:24.55,184.78
'0:0:24.56,184.87
'0:0:24.57,184.87
'0:0:24.58,184.87
'0:0:24.59,184.87
'0:0:24.6,184.87
'0:0:24.61,184.78
'0:0:24.62,184.61
'0:0:24.63,184.52
'0:0:24.64,184.25
'0:0:24.65,183.99
'0:0:24.66,183.81
'0:0:24.67,183.37
'0:0:24.68,182.93
'0:0:24.69,182.76
'0:0:24.7,182.23
'0:0:24.71,181.70
'0:0:24.72,181.35
'0:0:24.73,180.74
'0:0:24.74,180.12
'0:0:24.75,179.77
'0:0:24.76,178.98
'0:0:24.77,178.36
'0:0:24.78,178.01
'0:0:24.79,177.31
'0:0:24.8,176.61
'0:0:24.81,176.25
'0:0:24.82,175.37
'0:0:24.83,174.58
'0:0:24.84,173.44
'0:0:24.85,172.91
'0:0:24.86,172.03
'0:0:24.87,171.59
'0:0:24.88,171.16
'0:0:24.89,170.28
'0:0:24.9,169.75
'0:0:24.91,168.87
'0:0:24.92,167.99
'0:0:24.93,167.55
'0:0:24.94,166.67
'0:0:24.95,165.88
'0:0:24.96,165.35
'0:0:24.97,164.56
'0:0:24.98,163.68
'0:0:24.99,163.33
'0:0:25.0,162.45
'0:0:25.01,161.31
'0:0:25.02,160.52
'0:0:25.03,160.52
'0:0:25.04,159.73
'0:0:25.05,159.38
'0:0:25.06,158.67
'0:0:25.07,157.97
'0:0:25.08,157.70
'0:0:25.09,157.09
'0:0:25.1,156.47
'0:0:25.11,156.21
'0:0:25.12,155.68
'0:0:25.13,155.16
'0:0:25.14,154.98
'0:0:25.15,154.54
'0:0:25.16,154.10
'0:0:25.17,154.01
'0:0:25.18,153.66
'0:0:25.19,153.40
'0:0:25.2,153.31
'0:0:25.21,153.05
'0:0:25.22,152.87
'0:0:25.23,152.87
'0:0:25.24,152.69
'0:0:25.25,152.61
'0:0:25.26,152.61
'0:0:25.27,152.61
'0:0:25.28,152.61
'0:0:25.29,152.69
'0:0:25.3,152.69
'0:0:25.31,152.87
'0:0:25.32,152.96
'0:0:25.33,153.13
'0:0:25.34,153.40
'0:0:25.35,153.49
'0:0:25.36,153.84
'0:0:25.37,154.19
'0:0:25.38,154.45
'0:0:25.39,154.89
'0:0:25.4,155.42
'0:0:25.41,155.60
'0:0:25.42,156.21
'0:0:25.43,156.83
'0:0:25.44,157.18
'0:0:25.45,157.79
'0:0:25.46,158.41
'0:0:25.47,158.76
'0:0:25.48,160.17
'0:0:25.49,160.52
'0:0:25.5,160.96
'0:0:25.51,161.75
'0:0:25.52,162.10
'0:0:25.53,162.45
'0:0:25.54,163.24
'0:0:25.55,164.12
'0:0:25.56,164.56
'0:0:25.57,165.44
'0:0:25.58,166.23
'0:0:25.59,166.67
'0:0:25.6,167.55
'0:0:25.61,168.43
'0:0:25.62,168.78
'0:0:25.63,169.66
'0:0:25.64,170.54
'0:0:25.65,170.98
'0:0:25.66,171.77
'0:0:25.67,172.65
'0:0:25.68,173.00
'0:0:25.69,173.88
'0:0:25.7,174.67
'0:0:25.71,175.02
'0:0:25.72,175.73
'0:0:25.73,176.43
'0:0:25.74,176.78
'0:0:25.75,177.48
'0:0:25.76,178.19
'0:0:25.77,178.54
'0:0:25.78,179.15
'0:0:25.79,179.77
'0:0:25.8,180.03
'0:0:25.81,180.56
'0:0:25.82,181.09
'0:0:25.83,181.35
'0:0:25.84,181.79
'0:0:25.85,182.23
'0:0:25.86,182.41
'0:0:25.87,182.76
'0:0:25.88,183.02
'0:0:25.89,183.20
'0:0:25.9,183.37
'0:0:25.91,183.55
'0:0:25.92,183.64
'0:0:25.93,183.73
'0:0:25.94,183.90
'0:0:25.95,183.90
'0:0:25.96,183.99
'0:0:25.97,183.99
'0:0:25.98,183.99
'0:0:25.99,183.99
'0:0:26.0,183.99
'0:0:26.01,183.90
'0:0:26.02,183.64
'0:0:26.03,183.64
'0:0:26.04,183.55
'0:0:26.05,183.20
'0:0:26.06,182.93
'0:0:26.07,182.76
'0:0:26.08,182.32
'0:0:26.09,181.79
'0:0:26.1,181.53
'0:0:26.11,181.00
'0:0:26.12,180.12
'0:0:26.13,179.59
'0:0:26.14,179.33
'0:0:26.15,178.98
'0:0:26.16,178.36
'0:0:26.17,177.92
'0:0:26.18,177.31
'0:0:26.19,177.05
'0:0:26.2,176.34
'0:0:26.21,175.64
'0:0:26.22,175.20
'0:0:26.23,174.41
'0:0:26.24,173.62
'0:0:26.25,173.18
'0:0:26.26,172.39
'0:0:26.27,171.51
'0:0:26.28,171.07
'0:0:26.29,170.28
'0:0:26.3,169.48
'0:0:26.31,169.05
'0:0:26.32,168.17
'0:0:26.33,167.37
'0:0:26.34,167.02
'0:0:26.35,166.14
'0:0:26.36,165.27
'0:0:26.37,164.83
'0:0:26.38,164.12
'0:0:26.39,163.33
'0:0:26.4,162.89
'0:0:26.41,162.19
'0:0:26.42,161.40
'0:0:26.43,160.96
'0:0:26.44,160.34
'0:0:26.45,159.64
'0:0:26.46,159.29
'0:0:26.47,158.58
'0:0:26.48,157.97
'0:0:26.49,157.70
'0:0:26.5,157.18
'0:0:26.51,156.65
'0:0:26.52,156.39
'0:0:26.53,155.95
'0:0:26.54,155.42
'0:0:26.55,155.33
'0:0:26.56,154.89
'0:0:26.57,154.54
'0:0:26.58,154.36
'0:0:26.59,154.19
'0:0:26.6,154.01
'0:0:26.61,153.84
'0:0:26.62,153.66
'0:0:26.63,153.57
'0:0:26.64,153.49
'0:0:26.65,153.40
'0:0:26.66,153.40
'0:0:26.67,153.31
'0:0:26.68,153.31
'0:0:26.69,153.40
'0:0:26.7,153.40
'0:0:26.71,153.57
'0:0:26.72,153.84
'0:0:26.73,153.92
'0:0:26.74,154.10
'0:0:26.75,154.28
'0:0:26.76,154.80
'0:0:26.77,155.07
'0:0:26.78,155.51
'0:0:26.79,155.77
'0:0:26.8,156.03
'0:0:26.81,156.47
'0:0:26.82,156.74
'0:0:26.83,157.27
'0:0:26.84,157.88
'0:0:26.85,158.14
'0:0:26.86,158.76
'0:0:26.87,159.38
'0:0:26.88,159.73
'0:0:26.89,160.43
'0:0:26.9,161.22
'0:0:26.91,161.57
'0:0:26.92,162.28
'0:0:26.93,163.07
'0:0:26.94,163.42
'0:0:26.95,164.21
'0:0:26.96,165.00
'0:0:26.97,165.44
'0:0:26.98,166.23
'0:0:26.99,167.11
'0:0:27.0,167.46
'0:0:27.01,169.05
'0:0:27.02,169.48
'0:0:27.03,169.48
'0:0:27.04,170.28
'0:0:27.05,170.98
'0:0:27.06,171.51
'0:0:27.07,172.21
'0:0:27.08,173.00
'0:0:27.09,173.44
'0:0:27.1,174.14
'0:0:27.11,174.94
'0:0:27.12,175.29
'0:0:27.13,175.99
'0:0:27.14,176.61
'0:0:27.15,176.96
'0:0:27.16,177.66
'0:0:27.17,178.28
'0:0:27.18,178.63
'0:0:27.19,179.07
'0:0:27.2,179.68
'0:0:27.21,179.86
'0:0:27.22,180.39
'0:0:27.23,180.91
'0:0:27.24,181.00
'0:0:27.25,181.44
'0:0:27.26,181.79
'0:0:27.27,181.97
'0:0:27.28,182.23
'0:0:27.29,182.50
'0:0:27.3,182.67
'0:0:27.31,182.76
'0:0:27.32,182.93
'0:0:27.33,182.93
'0:0:27.34,183.02
'0:0:27.35,183.11
'0:0:27.36,183.20
'0:0:27.37,183.29
'0:0:27.38,183.29
'0:0:27.39,183.29
'0:0:27.4,183.20
'0:0:27.41,183.20
'0:0:27.42,183.11
'0:0:27.43,182.76
'0:0:27.44,182.67
'0:0:27.45,182.50
'0:0:27.46,182.23
'0:0:27.47,181.88
'0:0:27.48,181.62
'0:0:27.49,181.18
'0:0:27.5,180.74
'0:0:27.51,180.39
'0:0:27.52,179.95
'0:0:27.53,179.33
'0:0:27.54,179.07
'0:0:27.55,178.45
'0:0:27.56,177.84
'0:0:27.57,177.48
'0:0:27.58,176.96
'0:0:27.59,176.34
'0:0:27.6,175.99
'0:0:27.61,175.29
'0:0:27.62,174.50
'0:0:27.63,174.14
'0:0:27.64,173.44
'0:0:27.65,172.65
'0:0:27.66,172.30
'0:0:27.67,171.42
'0:0:27.68,170.63
'0:0:27.69,170.19
'0:0:27.7,169.40
'0:0:27.71,168.61
'0:0:27.72,168.17
'0:0:27.73,167.46
'0:0:27.74,166.67
'0:0:27.75,166.23
'0:0:27.76,165.44
'0:0:27.77,164.74
'0:0:27.78,164.39
'0:0:27.79,163.59
'0:0:27.8,162.80
'0:0:27.81,162.45
'0:0:27.82,161.75
'0:0:27.83,161.05
'0:0:27.84,160.78
'0:0:27.85,160.08
'0:0:27.86,159.46
'0:0:27.87,159.11
'0:0:27.88,158.50
'0:0:27.89,157.97
'0:0:27.9,157.70
'0:0:27.91,157.27
'0:0:27.92,156.74
'0:0:27.93,156.56
'0:0:27.94,156.12
'0:0:27.95,155.77
'0:0:27.96,155.60
'0:0:27.97,155.24
'0:0:27.98,154.98
'0:0:27.99,154.80
'0:0:28.0,154.63
'0:0:28.01,154.36
'0:0:28.02,154.28
'0:0:28.03,154.28
'0:0:28.04,154.10
'0:0:28.05,154.10
'0:0:28.06,154.10
'0:0:28.07,154.10
'0:0:28.08,154.10
'0:0:28.09,154.10
'0:0:28.1,154.19
'0:0:28.11,154.28
'0:0:28.12,154.45
'0:0:28.13,154.63
'0:0:28.14,154.72
'0:0:28.15,154.89
'0:0:28.16,155.16
'0:0:28.17,155.33
'0:0:28.18,155.77
'0:0:28.19,156.21
'0:0:28.2,156.39
'0:0:28.21,156.83
'0:0:28.22,157.35
'0:0:28.23,157.62
'0:0:28.24,158.23
'0:0:28.25,158.85
'0:0:28.26,159.11
'0:0:28.27,159.73
'0:0:28.28,160.34
'0:0:28.29,160.69
'0:0:28.3,161.40
'0:0:28.31,162.10
'0:0:28.32,162.45
'0:0:28.33,163.16
'0:0:28.34,163.86
'0:0:28.35,164.21
'0:0:28.36,165.00
'0:0:28.37,165.88
'0:0:28.38,166.23
'0:0:28.39,167.02
'0:0:28.4,167.81
'0:0:28.41,168.17
'0:0:28.42,168.96
'0:0:28.43,169.66
'0:0:28.44,170.01
'0:0:28.45,170.80
'0:0:28.46,171.59
'0:0:28.47,171.95
'0:0:28.48,172.65
'0:0:28.49,173.44
'0:0:28.5,173.70
'0:0:28.51,174.50
'0:0:28.52,175.11
'0:0:28.53,175.46
'0:0:28.54,176.08
'0:0:28.55,176.78
'0:0:28.56,177.13
'0:0:28.57,177.75
'0:0:28.58,178.28
'0:0:28.59,178.45
'0:0:28.6,178.98
'0:0:28.61,179.51
'0:0:28.62,179.68
'0:0:28.63,180.12
'0:0:28.64,180.56
'0:0:28.65,180.74
'0:0:28.66,181.09
'0:0:28.67,181.35
'0:0:28.68,181.70
'0:0:28.69,181.79
'0:0:28.7,181.97
'0:0:28.71,182.14
'0:0:28.72,182.14
'0:0:28.73,182.23
'0:0:28.74,182.32
'0:0:28.75,182.50
'0:0:28.76,182.50
'0:0:28.77,182.50
'0:0:28.78,182.50
'0:0:28.79,182.50
'0:0:28.8,182.50
'0:0:28.81,182.50
'0:0:28.82,182.41
'0:0:28.83,182.32
'0:0:28.84,182.06
'0:0:28.85,181.70
'0:0:28.86,181.53
'0:0:28.87,181.26
'0:0:28.88,180.83
'0:0:28.89,180.56
'0:0:28.9,180.12
'0:0:28.91,179.68
'0:0:28.92,179.42
'0:0:28.93,178.98
'0:0:28.94,178.45
'0:0:28.95,178.19
'0:0:28.96,177.57
'0:0:28.97,176.96
'0:0:28.98,176.52
'0:0:28.99,175.99
'0:0:29.0,175.37
'0:0:29.01,174.41
'0:0:29.02,173.62
'0:0:29.03,173.62
'0:0:29.04,173.26
'0:0:29.05,172.56
'0:0:29.06,171.86
'0:0:29.07,171.42
'0:0:29.08,170.63
'0:0:29.09,169.84
'0:0:29.1,169.48
'0:0:29.11,168.78
'0:0:29.12,168.08
'0:0:29.13,167.64
'0:0:29.14,166.94
'0:0:29.15,166.14
'0:0:29.16,165.70
'0:0:29.17,165.00
'0:0:29.18,164.30
'0:0:29.19,163.95
'0:0:29.2,163.24
'0:0:29.21,162.54
'0:0:29.22,162.19
'0:0:29.23,161.57
'0:0:29.24,160.87
'0:0:29.25,160.52
'0:0:29.26,159.90
'0:0:29.27,159.38
'0:0:29.28,159.11
'0:0:29.29,158.58
'0:0:29.3,158.06
'0:0:29.31,157.88
'0:0:29.32,156.91
'0:0:29.33,156.74
'0:0:29.34,156.56
'0:0:29.35,156.21
'0:0:29.36,156.12
'0:0:29.37,155.95
'0:0:29.38,155.68
'0:0:29.39,155.42
'0:0:29.4,155.33
'0:0:29.41,155.16
'0:0:29.42,154.98
'0:0:29.43,154.98
'0:0:29.44,154.80
'0:0:29.45,154.80
'0:0:29.46,154.72
'0:0:29.47,154.80
'0:0:29.48,154.80
'0:0:29.49,154.80
'0:0:29.5,154.80
'0:0:29.51,154.89
'0:0:29.52,154.98
'0:0:29.53,155.24
'0:0:29.54,155.51
'0:0:29.55,155.60
'0:0:29.56,155.77
'0:0:29.57,156.12
'0:0:29.58,156.39
'0:0:29.59,156.83
'0:0:29.6,157.27
'0:0:29.61,157.35
'0:0:29.62,157.88
'0:0:29.63,158.41
'0:0:29.64,158.58
'0:0:29.65,159.20
'0:0:29.66,159.73
'0:0:29.67,160.08
'0:0:29.68,160.61
'0:0:29.69,161.31
'0:0:29.7,161.57
'0:0:29.71,162.28
'0:0:29.72,163.07
'0:0:29.73,163.42
'0:0:29.74,164.03
'0:0:29.75,164.74
'0:0:29.76,165.09
'0:0:29.77,165.79
'0:0:29.78,166.58
'0:0:29.79,166.94
'0:0:29.8,167.64
'0:0:29.81,168.34
'0:0:29.82,168.61
'0:0:29.83,169.40
'0:0:29.84,170.19
'0:0:29.85,170.54
'0:0:29.86,171.33
'0:0:29.87,172.03
'0:0:29.88,172.39
'0:0:29.89,173.00
'0:0:29.9,173.62
'0:0:29.91,174.06
'0:0:29.92,174.67
'0:0:29.93,175.29
'0:0:29.94,175.64
'0:0:29.95,176.17
'0:0:29.96,177.05
'0:0:29.97,177.66
'0:0:29.98,177.92
'0:0:29.99,178.19
'0:0:30.0,178.63
'0:0:30.01,179.24
'0:0:30.02,179.42
'0:0:30.03,179.42
'0:0:30.04,179.86
'0:0:30.05,180.21
'0:0:30.06,180.39
'0:0:30.07,180.74
'0:0:30.08,180.91
'0:0:30.09,181.09
'0:0:30.1,181.26
'0:0:30.11,181.44
'0:0:30.12,181.53
'0:0:30.13,181.62
'0:0:30.14,181.79
'0:0:30.15,181.79
'0:0:30.16,181.88
'0:0:30.17,181.88
'0:0:30.18,181.88
'0:0:30.19,181.97
'0:0:30.2,181.88
'0:0:30.21,181.88
'0:0:30.22,181.70
'0:0:30.23,181.53
'0:0:30.24,181.44
'0:0:30.25,181.18
'0:0:30.26,180.91
'0:0:30.27,180.74
'0:0:30.28,180.30
'0:0:30.29,179.86
'0:0:30.3,179.68
'0:0:30.31,179.24
'0:0:30.32,178.80
'0:0:30.33,178.54
'0:0:30.34,178.10
'0:0:30.35,177.57
'0:0:30.36,177.22
'0:0:30.37,176.61
'0:0:30.38,176.08
'0:0:30.39,175.81
'0:0:30.4,175.20
'0:0:30.41,174.58
'0:0:30.42,174.23
'0:0:30.43,173.53
'0:0:30.44,172.83
'0:0:30.45,172.47
'0:0:30.46,171.77
'0:0:30.47,170.98
'0:0:30.48,170.63
'0:0:30.49,169.92
'0:0:30.5,169.22
'0:0:30.51,168.87
'0:0:30.52,168.17
'0:0:30.53,167.46
'0:0:30.54,167.11
'0:0:30.55,166.41
'0:0:30.56,165.70
'0:0:30.57,165.35
'0:0:30.58,164.65
'0:0:30.59,163.95
'0:0:30.6,162.89
'0:0:30.61,162.63
'0:0:30.62,162.01
'0:0:30.63,161.66
'0:0:30.64,161.40
'0:0:30.65,160.78
'0:0:30.66,160.43
'0:0:30.67,159.90
'0:0:30.68,159.38
'0:0:30.69,159.11
'0:0:30.7,158.67
'0:0:30.71,158.23
'0:0:30.72,157.97
'0:0:30.73,157.62
'0:0:30.74,157.27
'0:0:30.75,157.09
'0:0:30.76,156.74
'0:0:30.77,156.47
'0:0:30.78,156.39
'0:0:30.79,156.12
'0:0:30.8,155.95
'0:0:30.81,155.86
'0:0:30.82,155.68
'0:0:30.83,155.60
'0:0:30.84,155.51
'0:0:30.85,155.42
'0:0:30.86,155.42
'0:0:30.87,155.42
'0:0:30.88,155.42
'0:0:30.89,155.42
'0:0:30.9,155.42
'0:0:30.91,155.51
'0:0:30.92,155.60
'0:0:30.93,155.68
'0:0:30.94,155.95
'0:0:30.95,156.21
'0:0:30.96,156.39
'0:0:30.97,156.65
'0:0:30.98,157.18
'0:0:30.99,157.35
'0:0:31.0,157.70
'0:0:31.01,158.32
'0:0:31.02,158.76
'0:0:31.03,158.76
'0:0:31.04,159.29
'0:0:31.05,159.55
'0:0:31.06,160.08
'0:0:31.07,160.69
'0:0:31.08,160.96
'0:0:31.09,161.57
'0:0:31.1,162.10
'0:0:31.11,162.45
'0:0:31.12,163.07
'0:0:31.13,163.77
'0:0:31.14,164.12
'0:0:31.15,164.83
'0:0:31.16,165.44
'0:0:31.17,165.88
'0:0:31.18,166.58
'0:0:31.19,167.29
'0:0:31.2,167.64
'0:0:31.21,168.25
'0:0:31.22,168.96
'0:0:31.23,169.31
'0:0:31.24,170.72
'0:0:31.25,171.07
'0:0:31.26,171.42
'0:0:31.27,172.12
'0:0:31.28,172.39
'0:0:31.29,172.74
'0:0:31.3,173.35
'0:0:31.31,174.06
'0:0:31.32,174.32
'0:0:31.33,174.94
'0:0:31.34,175.55
'0:0:31.35,175.90
'0:0:31.36,176.43
'0:0:31.37,176.96
'0:0:31.38,177.13
'0:0:31.39,177.66
'0:0:31.4,178.10
'0:0:31.41,178.36
'0:0:31.42,178.72
'0:0:31.43,179.07
'0:0:31.44,179.33
'0:0:31.45,179.68
'0:0:31.46,179.95
'0:0:31.47,180.12
'0:0:31.48,180.39
'0:0:31.49,180.56
'0:0:31.5,180.65
'0:0:31.51,180.83
'0:0:31.52,181.00
'0:0:31.53,181.09
'0:0:31.54,181.18
'0:0:31.55,181.26
'0:0:31.56,181.26
'0:0:31.57,181.26
'0:0:31.58,181.18
'0:0:31.59,181.26
'0:0:31.6,181.26
'0:0:31.61,181.18
'0:0:31.62,181.18
'0:0:31.63,181.00
'0:0:31.64,180.83
'0:0:31.65,180.65
'0:0:31.66,180.39
'0:0:31.67,180.12
'0:0:31.68,179.86
'0:0:31.69,179.42
'0:0:31.7,178.98
'0:0:31.71,178.80
'0:0:31.72,178.45
'0:0:31.73,177.92
'0:0:31.74,177.66
'0:0:31.75,177.13
'0:0:31.76,176.61
'0:0:31.77,176.34
'0:0:31.78,175.73
'0:0:31.79,175.29
'0:0:31.8,174.94
'0:0:31.81,174.41
'0:0:31.82,173.70
'0:0:31.83,173.44
'0:0:31.84,172.83
'0:0:31.85,172.21
'0:0:31.86,171.86
'0:0:31.87,171.16
'0:0:31.88,170.01
'0:0:31.89,169.40
'0:0:31.9,169.05
'0:0:31.91,168.69
'0:0:31.92,167.99
'0:0:31.93,167.73
'0:0:31.94,167.02
'0:0:31.95,166.58
'0:0:31.96,165.97
'0:0:31.97,165.35
'0:0:31.98,165.09
'0:0:31.99,164.47
'0:0:32.0,163.86
'0:0:32.01,162.89
'0:0:32.02,162.28
'0:0:32.03,162.28
'0:0:32.04,162.10
'0:0:32.05,161.49
'0:0:32.06,160.87
'0:0:32.07,160.69
'0:0:32.08,160.17
'0:0:32.09,159.73
'0:0:32.1,159.46
'0:0:32.11,159.11
'0:0:32.12,158.76
'0:0:32.13,158.58
'0:0:32.14,158.23
'0:0:32.15,157.97
'0:0:32.16,157.79
'0:0:32.17,157.53
'0:0:32.18,157.27
'0:0:32.19,157.18
'0:0:32.2,157.00
'0:0:32.21,156.74
'0:0:32.22,156.74
'0:0:32.23,156.65
'0:0:32.24,156.56
