tiempo,ángulo
'0:0:43.01,171.16
'0:0:43.02,170.63
'0:0:43.03,170.63
'0:0:43.04,170.19
'0:0:43.05,169.92
'0:0:43.06,169.48
'0:0:43.07,168.96
'0:0:43.08,168.69
'0:0:43.09,168.25
'0:0:43.1,167.81
'0:0:43.11,167.55
'0:0:43.12,167.11
'0:0:43.13,166.67
'0:0:43.14,166.50
'0:0:43.15,166.14
'0:0:43.16,165.70
'0:0:43.17,165.53
'0:0:43.18,165.18
'0:0:43.19,164.74
'0:0:43.2,164.56
'0:0:43.21,164.12
'0:0:43.22,163.68
'0:0:43.23,163.51
'0:0:43.24,163.16
'0:0:43.25,162.80
'0:0:43.26,162.54
'0:0:43.27,162.28
'0:0:43.28,162.10
'0:0:43.29,161.92
'0:0:43.3,161.66
'0:0:43.31,161.49
'0:0:43.32,161.40
'0:0:43.33,161.22
'0:0:43.34,161.05
'0:0:43.35,160.96
'0:0:43.36,160.78
'0:0:43.37,160.61
'0:0:43.38,160.52
'0:0:43.39,160.43
'0:0:43.4,160.34
'0:0:43.41,160.34
'0:0:43.42,160.25
'0:0:43.43,160.34
'0:0:43.44,160.25
'0:0:43.45,160.25
'0:0:43.46,160.34
'0:0:43.47,160.34
'0:0:43.48,160.34
'0:0:43.49,160.34
'0:0:43.5,160.52
'0:0:43.51,160.61
'0:0:43.52,160.78
'0:0:43.53,160.87
'0:0:43.54,160.96
'0:0:43.55,161.22
'0:0:43.56,161.31
'0:0:43.57,161.57
'0:0:43.58,161.84
'0:0:43.59,161.92
'0:0:43.6,162.28
'0:0:43.61,162.63
'0:0:43.62,162.80
'0:0:43.63,163.16
'0:0:43.64,163.51
'0:0:43.65,163.68
'0:0:43.66,164.12
'0:0:43.67,164.47
'0:0:43.68,164.65
'0:0:43.69,165.00
'0:0:43.7,165.35
'0:0:43.71,165.53
'0:0:43.72,165.97
'0:0:43.73,166.41
'0:0:43.74,166.58
'0:0:43.75,167.02
'0:0:43.76,167.46
'0:0:43.77,167.73
'0:0:43.78,168.25
'0:0:43.79,168.69
'0:0:43.8,168.96
'0:0:43.81,169.40
'0:0:43.82,169.75
'0:0:43.83,169.92
'0:0:43.84,170.45
'0:0:43.85,170.80
'0:0:43.86,171.07
'0:0:43.87,171.42
'0:0:43.88,171.77
'0:0:43.89,171.95
'0:0:43.9,172.30
'0:0:43.91,172.65
'0:0:43.92,172.83
'0:0:43.93,173.26
'0:0:43.94,173.53
'0:0:43.95,173.79
'0:0:43.96,174.06
'0:0:43.97,174.41
'0:0:43.98,174.67
'0:0:43.99,174.94
'0:0:44.0,175.11
'0:0:44.01,175.37
'0:0:44.02,175.55
'0:0:44.03,175.55
'0:0:44.04,175.81
'0:0:44.05,175.90
'0:0:44.06,175.99
'0:0:44.07,175.99
'0:0:44.08,176.08
'0:0:44.09,176.08
'0:0:44.1,176.17
'0:0:44.11,176.25
'0:0:44.12,176.34
'0:0:44.13,176.34
'0:0:44.14,176.43
'0:0:44.15,176.43
'0:0:44.16,176.43
'0:0:44.17,176.43
'0:0:44.18,176.43
'0:0:44.19,176.43
'0:0:44.2,176.43
'0:0:44.21,176.25
'0:0:44.22,176.08
'0:0:44.23,175.90
'0:0:44.24,175.64
'0:0:44.25,175.64
'0:0:44.26,175.46
'0:0:44.27,175.11
'0:0:44.28,174.94
'0:0:44.29,174.67
'0:0:44.3,174.32
'0:0:44.31,174.23
'0:0:44.32,173.97
'0:0:44.33,173.62
'0:0:44.34,173.53
'0:0:44.35,173.09
'0:0:44.36,172.74
'0:0:44.37,172.56
'0:0:44.38,172.12
'0:0:44.39,171.77
'0:0:44.4,171.59
'0:0:44.41,171.16
'0:0:44.42,170.72
'0:0:44.43,170.45
'0:0:44.44,170.10
'0:0:44.45,169.66
'0:0:44.46,169.40
'0:0:44.47,168.96
'0:0:44.48,168.52
'0:0:44.49,168.34
'0:0:44.5,167.90
'0:0:44.51,167.55
'0:0:44.52,167.29
'0:0:44.53,166.94
'0:0:44.54,166.50
'0:0:44.55,166.23
'0:0:44.56,165.79
'0:0:44.57,165.35
'0:0:44.58,165.18
'0:0:44.59,164.74
'0:0:44.6,164.39
'0:0:44.61,164.21
'0:0:44.62,163.86
'0:0:44.63,163.51
'0:0:44.64,163.42
'0:0:44.65,163.16
'0:0:44.66,162.89
'0:0:44.67,162.72
'0:0:44.68,162.19
'0:0:44.69,162.10
'0:0:44.7,162.01
'0:0:44.71,161.75
'0:0:44.72,161.57
'0:0:44.73,161.49
'0:0:44.74,161.31
'0:0:44.75,161.13
'0:0:44.76,161.05
'0:0:44.77,160.96
'0:0:44.78,160.78
'0:0:44.79,160.69
'0:0:44.8,160.69
'0:0:44.81,160.69
'0:0:44.82,160.61
'0:0:44.83,160.69
'0:0:44.84,160.69
'0:0:44.85,160.69
'0:0:44.86,160.69
'0:0:44.87,160.69
'0:0:44.88,160.78
'0:0:44.89,160.78
'0:0:44.9,160.87
'0:0:44.91,160.96
'0:0:44.92,161.05
'0:0:44.93,161.22
'0:0:44.94,161.31
'0:0:44.95,161.57
'0:0:44.96,161.84
'0:0:44.97,161.92
'0:0:44.98,162.19
'0:0:44.99,162.54
'0:0:45.0,162.80
'0:0:45.01,163.33
'0:0:45.02,163.51
'0:0:45.03,163.51
'0:0:45.04,163.86
'0:0:45.05,164.12
'0:0:45.06,164.30
'0:0:45.07,164.65
'0:0:45.08,165.00
'0:0:45.09,165.18
'0:0:45.1,165.53
'0:0:45.11,165.97
'0:0:45.12,166.23
'0:0:45.13,166.58
'0:0:45.14,167.11
'0:0:45.15,167.29
'0:0:45.16,167.81
'0:0:45.17,168.25
'0:0:45.18,168.43
'0:0:45.19,168.87
'0:0:45.2,169.22
'0:0:45.21,169.48
'0:0:45.22,169.84
'0:0:45.23,170.19
'0:0:45.24,170.36
'0:0:45.25,170.80
'0:0:45.26,171.16
'0:0:45.27,171.42
'0:0:45.28,171.77
'0:0:45.29,172.12
'0:0:45.3,172.30
'0:0:45.31,172.65
'0:0:45.32,173.26
'0:0:45.33,173.62
'0:0:45.34,173.70
'0:0:45.35,173.88
'0:0:45.36,174.14
'0:0:45.37,174.32
'0:0:45.38,174.58
'0:0:45.39,174.67
'0:0:45.4,174.85
'0:0:45.41,175.02
'0:0:45.42,175.11
'0:0:45.43,175.29
'0:0:45.44,175.46
'0:0:45.45,175.46
'0:0:45.46,175.73
'0:0:45.47,175.81
'0:0:45.48,175.90
'0:0:45.49,175.99
'0:0:45.5,175.99
'0:0:45.51,176.08
'0:0:45.52,176.08
'0:0:45.53,176.17
'0:0:45.54,176.17
'0:0:45.55,176.17
'0:0:45.56,176.17
'0:0:45.57,176.17
'0:0:45.58,176.17
'0:0:45.59,176.08
'0:0:45.6,176.08
'0:0:45.61,175.90
'0:0:45.62,175.73
'0:0:45.63,175.64
'0:0:45.64,175.55
'0:0:45.65,175.37
'0:0:45.66,175.29
'0:0:45.67,175.02
'0:0:45.68,174.67
'0:0:45.69,174.58
'0:0:45.7,174.23
'0:0:45.71,173.97
'0:0:45.72,173.79
'0:0:45.73,173.44
'0:0:45.74,173.09
'0:0:45.75,172.83
'0:0:45.76,172.47
'0:0:45.77,172.21
'0:0:45.78,172.03
'0:0:45.79,171.68
'0:0:45.8,171.24
'0:0:45.81,171.07
'0:0:45.82,170.63
'0:0:45.83,170.28
'0:0:45.84,170.10
'0:0:45.85,169.75
'0:0:45.86,169.31
'0:0:45.87,169.05
'0:0:45.88,168.61
'0:0:45.89,168.17
'0:0:45.9,167.90
'0:0:45.91,167.55
'0:0:45.92,167.11
'0:0:45.93,166.85
'0:0:45.94,166.50
'0:0:45.95,166.14
'0:0:45.96,165.62
'0:0:45.97,165.35
'0:0:45.98,165.00
'0:0:45.99,164.83
'0:0:46.0,164.74
'0:0:46.01,164.21
'0:0:46.02,163.86
'0:0:46.03,163.86
'0:0:46.04,163.51
'0:0:46.05,163.42
'0:0:46.06,163.07
'0:0:46.07,162.80
'0:0:46.08,162.63
'0:0:46.09,162.45
'0:0:46.1,162.19
'0:0:46.11,162.10
'0:0:46.12,161.92
'0:0:46.13,161.75
'0:0:46.14,161.66
'0:0:46.15,161.57
'0:0:46.16,161.49
'0:0:46.17,161.40
'0:0:46.18,161.31
'0:0:46.19,161.22
'0:0:46.2,161.22
'0:0:46.21,161.13
'0:0:46.22,161.13
'0:0:46.23,161.13
'0:0:46.24,161.13
'0:0:46.25,161.05
'0:0:46.26,161.13
'0:0:46.27,161.13
'0:0:46.28,161.13
'0:0:46.29,161.13
'0:0:46.3,161.31
'0:0:46.31,161.40
'0:0:46.32,161.57
'0:0:46.33,161.66
'0:0:46.34,161.92
'0:0:46.35,162.01
'0:0:46.36,162.28
'0:0:46.37,162.54
'0:0:46.38,162.63
'0:0:46.39,162.89
'0:0:46.4,163.16
'0:0:46.41,163.33
'0:0:46.42,163.59
'0:0:46.43,163.95
'0:0:46.44,164.12
'0:0:46.45,164.47
'0:0:46.46,164.74
'0:0:46.47,164.91
'0:0:46.48,165.35
'0:0:46.49,165.70
'0:0:46.5,165.88
'0:0:46.51,166.32
'0:0:46.52,166.67
'0:0:46.53,166.94
'0:0:46.54,167.29
'0:0:46.55,167.73
'0:0:46.56,167.90
'0:0:46.57,168.34
'0:0:46.58,168.78
'0:0:46.59,168.87
'0:0:46.6,169.66
'0:0:46.61,169.84
'0:0:46.62,170.10
'0:0:46.63,170.54
'0:0:46.64,170.72
'0:0:46.65,170.89
'0:0:46.66,171.24
'0:0:46.67,171.68
'0:0:46.68,171.86
'0:0:46.69,172.21
'0:0:46.7,172.56
'0:0:46.71,172.74
'0:0:46.72,173.09
'0:0:46.73,173.26
'0:0:46.74,173.44
'0:0:46.75,173.70
'0:0:46.76,174.06
'0:0:46.77,174.14
'0:0:46.78,174.41
'0:0:46.79,174.58
'0:0:46.8,174.67
'0:0:46.81,174.85
'0:0:46.82,175.11
'0:0:46.83,175.20
'0:0:46.84,175.37
'0:0:46.85,175.55
'0:0:46.86,175.64
'0:0:46.87,175.81
'0:0:46.88,175.81
'0:0:46.89,175.81
'0:0:46.9,175.90
'0:0:46.91,175.90
'0:0:46.92,175.90
'0:0:46.93,175.90
'0:0:46.94,175.81
'0:0:46.95,175.90
'0:0:46.96,175.90
'0:0:46.97,175.90
'0:0:46.98,175.90
'0:0:46.99,175.90
'0:0:47.0,175.81
'0:0:47.01,175.55
'0:0:47.02,175.37
'0:0:47.03,175.37
'0:0:47.04,175.29
'0:0:47.05,175.20
'0:0:47.06,174.94
'0:0:47.07,174.85
'0:0:47.08,174.50
'0:0:47.09,174.14
'0:0:47.1,173.97
'0:0:47.11,173.70
'0:0:47.12,173.44
'0:0:47.13,173.18
'0:0:47.14,172.91
'0:0:47.15,172.56
'0:0:47.16,172.39
'0:0:47.17,172.12
'0:0:47.18,171.77
'0:0:47.19,171.59
'0:0:47.2,171.24
'0:0:47.21,170.89
'0:0:47.22,170.72
'0:0:47.23,170.28
'0:0:47.24,169.66
'0:0:47.25,169.31
'0:0:47.26,169.05
'0:0:47.27,168.87
'0:0:47.28,168.43
'0:0:47.29,168.25
'0:0:47.3,167.81
'0:0:47.31,167.64
'0:0:47.32,167.20
'0:0:47.33,166.85
'0:0:47.34,166.67
'0:0:47.35,166.32
'0:0:47.36,165.97
'0:0:47.37,165.70
'0:0:47.38,165.44
'0:0:47.39,165.09
'0:0:47.4,164.91
'0:0:47.41,164.56
'0:0:47.42,164.30
'0:0:47.43,164.12
'0:0:47.44,163.86
'0:0:47.45,163.59
'0:0:47.46,163.42
'0:0:47.47,163.16
'0:0:47.48,162.89
'0:0:47.49,162.80
'0:0:47.5,162.63
'0:0:47.51,162.45
'0:0:47.52,162.36
'0:0:47.53,162.19
'0:0:47.54,162.10
'0:0:47.55,161.92
'0:0:47.56,161.92
'0:0:47.57,161.75
'0:0:47.58,161.75
'0:0:47.59,161.66
'0:0:47.6,161.57
'0:0:47.61,161.57
'0:0:47.62,161.57
'0:0:47.63,161.57
'0:0:47.64,161.57
'0:0:47.65,161.57
'0:0:47.66,161.57
'0:0:47.67,161.57
'0:0:47.68,161.57
'0:0:47.69,161.66
'0:0:47.7,161.75
'0:0:47.71,161.92
'0:0:47.72,162.10
'0:0:47.73,162.19
'0:0:47.74,162.36
'0:0:47.75,162.63
'0:0:47.76,162.80
'0:0:47.77,162.98
'0:0:47.78,163.24
'0:0:47.79,163.33
'0:0:47.8,163.59
'0:0:47.81,163.95
'0:0:47.82,164.03
'0:0:47.83,164.30
'0:0:47.84,164.65
'0:0:47.85,164.74
'0:0:47.86,165.09
'0:0:47.87,165.44
'0:0:47.88,165.88
'0:0:47.89,166.14
'0:0:47.9,166.50
'0:0:47.91,166.67
'0:0:47.92,166.85
'0:0:47.93,167.29
'0:0:47.94,167.55
'0:0:47.95,167.90
'0:0:47.96,168.25
'0:0:47.97,168.43
'0:0:47.98,168.87
'0:0:47.99,169.22
'0:0:48.0,169.40
'0:0:48.01,170.10
'0:0:48.02,170.28
'0:0:48.03,170.28
'0:0:48.04,170.63
'0:0:48.05,170.98
'0:0:48.06,171.16
'0:0:48.07,171.59
'0:0:48.08,171.86
'0:0:48.09,172.12
'0:0:48.1,172.39
'0:0:48.11,172.74
'0:0:48.12,172.83
'0:0:48.13,173.18
'0:0:48.14,173.44
'0:0:48.15,173.53
'0:0:48.16,173.79
'0:0:48.17,174.06
'0:0:48.18,174.14
'0:0:48.19,174.41
'0:0:48.2,174.50
'0:0:48.21,174.67
'0:0:48.22,174.76
'0:0:48.23,174.94
'0:0:48.24,175.02
'0:0:48.25,175.11
'0:0:48.26,175.29
'0:0:48.27,175.29
'0:0:48.28,175.37
'0:0:48.29,175.37
'0:0:48.3,175.46
'0:0:48.31,175.46
'0:0:48.32,175.55
'0:0:48.33,175.55
'0:0:48.34,175.55
'0:0:48.35,175.55
'0:0:48.36,175.46
'0:0:48.37,175.55
'0:0:48.38,175.46
'0:0:48.39,175.46
'0:0:48.4,175.37
'0:0:48.41,175.29
'0:0:48.42,175.20
'0:0:48.43,175.02
'0:0:48.44,174.76
'0:0:48.45,174.67
'0:0:48.46,174.50
'0:0:48.47,174.23
'0:0:48.48,174.06
'0:0:48.49,173.79
'0:0:48.5,173.44
'0:0:48.51,173.35
'0:0:48.52,172.83
'0:0:48.53,172.65
'0:0:48.54,172.47
'0:0:48.55,172.21
'0:0:48.56,172.03
'0:0:48.57,171.86
'0:0:48.58,171.59
'0:0:48.59,171.24
'0:0:48.6,171.07
'0:0:48.61,170.72
'0:0:48.62,170.28
'0:0:48.63,170.10
'0:0:48.64,169.75
'0:0:48.65,169.40
'0:0:48.66,169.13
'0:0:48.67,168.78
'0:0:48.68,168.34
'0:0:48.69,168.17
'0:0:48.7,167.81
'0:0:48.71,167.46
'0:0:48.72,167.29
'0:0:48.73,166.94
'0:0:48.74,166.58
'0:0:48.75,166.41
'0:0:48.76,166.14
'0:0:48.77,165.79
'0:0:48.78,165.62
'0:0:48.79,165.35
'0:0:48.8,164.91
'0:0:48.81,164.74
'0:0:48.82,164.47
'0:0:48.83,164.21
'0:0:48.84,164.12
'0:0:48.85,163.86
'0:0:48.86,163.59
'0:0:48.87,163.51
'0:0:48.88,163.42
'0:0:48.89,163.16
'0:0:48.9,162.98
'0:0:48.91,162.89
'0:0:48.92,162.72
'0:0:48.93,162.72
'0:0:48.94,162.54
'0:0:48.95,162.36
'0:0:48.96,162.36
'0:0:48.97,162.19
'0:0:48.98,162.19
'0:0:48.99,162.10
'0:0:49.0,162.10
'0:0:49.01,162.10
'0:0:49.02,162.10
'0:0:49.03,162.10
'0:0:49.04,162.10
'0:0:49.05,162.10
'0:0:49.06,162.10
'0:0:49.07,162.10
'0:0:49.08,162.19
'0:0:49.09,162.19
'0:0:49.1,162.28
'0:0:49.11,162.36
'0:0:49.12,162.54
'0:0:49.13,162.72
'0:0:49.14,162.80
'0:0:49.15,163.07
'0:0:49.16,163.42
'0:0:49.17,163.68
'0:0:49.18,163.86
'0:0:49.19,163.95
'0:0:49.2,164.21
'0:0:49.21,164.30
'0:0:49.22,164.65
'0:0:49.23,164.74
'0:0:49.24,165.00
'0:0:49.25,165.27
'0:0:49.26,165.35
'0:0:49.27,165.70
'0:0:49.28,166.06
'0:0:49.29,166.14
'0:0:49.3,166.50
'0:0:49.31,166.85
'0:0:49.32,167.11
'0:0:49.33,167.46
'0:0:49.34,167.81
'0:0:49.35,167.99
'0:0:49.36,168.34
'0:0:49.37,168.78
'0:0:49.38,168.96
'0:0:49.39,169.31
'0:0:49.4,169.66
'0:0:49.41,169.75
'0:0:49.42,170.10
'0:0:49.43,170.36
'0:0:49.44,170.54
'0:0:49.45,170.89
'0:0:49.46,171.24
'0:0:49.47,171.33
'0:0:49.48,171.68
'0:0:49.49,172.03
'0:0:49.5,172.21
'0:0:49.51,172.47
'0:0:49.52,172.74
'0:0:49.53,172.83
'0:0:49.54,173.09
'0:0:49.55,173.35
'0:0:49.56,173.53
'0:0:49.57,173.70
'0:0:49.58,173.88
'0:0:49.59,173.97
'0:0:49.6,174.14
'0:0:49.61,174.23
'0:0:49.62,174.32
'0:0:49.63,174.41
'0:0:49.64,174.58
'0:0:49.65,174.67
'0:0:49.66,174.76
'0:0:49.67,174.85
'0:0:49.68,174.85
'0:0:49.69,174.94
'0:0:49.7,174.94
'0:0:49.71,174.94
'0:0:49.72,174.94
'0:0:49.73,174.94
'0:0:49.74,174.94
'0:0:49.75,174.94
'0:0:49.76,174.94
'0:0:49.77,174.94
'0:0:49.78,174.94
'0:0:49.79,174.94
'0:0:49.8,174.67
'0:0:49.81,174.58
'0:0:49.82,174.41
'0:0:49.83,174.32
'0:0:49.84,174.23
'0:0:49.85,174.06
'0:0:49.86,173.97
'0:0:49.87,173.70
'0:0:49.88,173.53
'0:0:49.89,173.35
'0:0:49.9,173.09
'0:0:49.91,172.83
'0:0:49.92,172.65
'0:0:49.93,172.39
'0:0:49.94,172.03
'0:0:49.95,171.86
'0:0:49.96,171.59
'0:0:49.97,171.33
'0:0:49.98,171.16
'0:0:49.99,170.89
'0:0:50.0,170.54
'0:0:50.01,169.92
'0:0:50.02,169.66
'0:0:50.03,169.66
'0:0:50.04,169.48
'0:0:50.05,169.13
'0:0:50.06,168.78
'0:0:50.07,168.61
'0:0:50.08,168.25
'0:0:50.09,167.90
'0:0:50.1,167.73
'0:0:50.11,167.37
'0:0:50.12,167.02
'0:0:50.13,166.85
'0:0:50.14,166.50
'0:0:50.15,166.14
'0:0:50.16,166.06
'0:0:50.17,165.70
'0:0:50.18,165.44
'0:0:50.19,165.35
'0:0:50.2,165.00
'0:0:50.21,164.74
'0:0:50.22,164.65
'0:0:50.23,164.39
'0:0:50.24,164.12
'0:0:50.25,164.12
'0:0:50.26,163.77
'0:0:50.27,163.68
'0:0:50.28,163.51
'0:0:50.29,163.42
'0:0:50.3,163.16
'0:0:50.31,163.16
'0:0:50.32,162.89
'0:0:50.33,162.80
'0:0:50.34,162.80
'0:0:50.35,162.63
'0:0:50.36,162.63
'0:0:50.37,162.54
'0:0:50.38,162.45
'0:0:50.39,162.45
'0:0:50.4,162.45
'0:0:50.41,162.45
'0:0:50.42,162.45
'0:0:50.43,162.45
'0:0:50.44,162.45
'0:0:50.45,162.45
'0:0:50.46,162.54
'0:0:50.47,162.54
'0:0:50.48,162.54
'0:0:50.49,162.63
'0:0:50.5,162.72
'0:0:50.51,162.89
'0:0:50.52,162.89
'0:0:50.53,163.07
'0:0:50.54,163.24
'0:0:50.55,163.42
'0:0:50.56,163.59
'0:0:50.57,163.95
'0:0:50.58,164.03
'0:0:50.59,164.21
'0:0:50.6,164.47
'0:0:50.61,164.65
'0:0:50.62,164.91
'0:0:50.63,165.18
'0:0:50.64,165.35
'0:0:50.65,165.53
'0:0:50.66,165.79
'0:0:50.67,165.97
'0:0:50.68,166.23
'0:0:50.69,166.58
'0:0:50.7,166.76
'0:0:50.71,167.11
'0:0:50.72,167.37
'0:0:50.73,167.64
'0:0:50.74,167.90
'0:0:50.75,168.34
'0:0:50.76,168.52
'0:0:50.77,168.87
'0:0:50.78,169.22
'0:0:50.79,169.40
'0:0:50.8,169.66
'0:0:50.81,169.92
'0:0:50.82,170.10
'0:0:50.83,170.36
'0:0:50.84,170.80
'0:0:50.85,170.89
'0:0:50.86,171.16
'0:0:50.87,171.42
'0:0:50.88,171.59
'0:0:50.89,171.95
'0:0:50.9,172.21
'0:0:50.91,172.30
'0:0:50.92,172.56
'0:0:50.93,172.83
'0:0:50.94,172.91
'0:0:50.95,173.18
'0:0:50.96,173.44
'0:0:50.97,173.44
'0:0:50.98,173.62
'0:0:50.99,173.79
'0:0:51.0,173.79
'0:0:51.01,174.14
'0:0:51.02,174.14
'0:0:51.03,174.14
'0:0:51.04,174.32
'0:0:51.05,174.32
'0:0:51.06,174.41
'0:0:51.07,174.50
'0:0:51.08,174.58
'0:0:51.09,174.58
'0:0:51.1,174.58
'0:0:51.11,174.58
'0:0:51.12,174.58
'0:0:51.13,174.58
'0:0:51.14,174.58
'0:0:51.15,174.58
'0:0:51.16,174.58
'0:0:51.17,174.58
'0:0:51.18,174.58
'0:0:51.19,174.50
'0:0:51.2,174.41
'0:0:51.21,174.32
'0:0:51.22,174.14
'0:0:51.23,173.97
'0:0:51.24,173.88
'0:0:51.25,173.70
'0:0:51.26,173.44
'0:0:51.27,173.35
'0:0:51.28,173.18
'0:0:51.29,172.83
'0:0:51.3,172.74
'0:0:51.31,172.47
'0:0:51.32,172.21
'0:0:51.33,172.03
'0:0:51.34,171.77
'0:0:51.35,171.51
'0:0:51.36,171.42
'0:0:51.37,171.07
'0:0:51.38,170.80
'0:0:51.39,170.63
'0:0:51.4,170.28
'0:0:51.41,170.01
'0:0:51.42,169.84
'0:0:51.43,169.48
'0:0:51.44,169.13
'0:0:51.45,168.96
'0:0:51.46,168.61
'0:0:51.47,168.34
'0:0:51.48,168.17
'0:0:51.49,167.81
'0:0:51.5,167.46
'0:0:51.51,167.29
'0:0:51.52,166.94
'0:0:51.53,166.67
'0:0:51.54,166.58
'0:0:51.55,166.32
'0:0:51.56,165.97
'0:0:51.57,165.88
'0:0:51.58,165.62
'0:0:51.59,165.35
'0:0:51.6,165.18
'0:0:51.61,164.91
'0:0:51.62,164.65
'0:0:51.63,164.56
'0:0:51.64,164.30
'0:0:51.65,164.12
'0:0:51.66,164.03
'0:0:51.67,163.86
'0:0:51.68,163.68
'0:0:51.69,163.59
'0:0:51.7,163.42
'0:0:51.71,163.33
'0:0:51.72,163.07
'0:0:51.73,163.07
'0:0:51.74,162.89
'0:0:51.75,162.89
'0:0:51.76,162.89
'0:0:51.77,162.89
'0:0:51.78,162.89
'0:0:51.79,162.89
'0:0:51.8,162.89
'0:0:51.81,162.80
'0:0:51.82,162.89
'0:0:51.83,162.80
'0:0:51.84,162.89
'0:0:51.85,162.80
'0:0:51.86,162.80
'0:0:51.87,162.89
'0:0:51.88,162.89
'0:0:51.89,162.98
'0:0:51.9,163.07
'0:0:51.91,163.16
'0:0:51.92,163.33
'0:0:51.93,163.51
'0:0:51.94,163.68
'0:0:51.95,163.86
'0:0:51.96,164.03
'0:0:51.97,164.21
'0:0:51.98,164.47
'0:0:51.99,164.65
'0:0:52.0,164.83
'0:0:52.01,165.18
'0:0:52.02,165.44
'0:0:52.03,165.44
'0:0:52.04,165.62
'0:0:52.05,165.79
'0:0:52.06,166.06
'0:0:52.07,166.32
'0:0:52.08,166.50
'0:0:52.09,166.85
'0:0:52.1,167.11
'0:0:52.11,167.29
'0:0:52.12,167.64
'0:0:52.13,167.99
'0:0:52.14,168.17
'0:0:52.15,168.43
'0:0:52.16,168.87
'0:0:52.17,168.96
'0:0:52.18,169.31
'0:0:52.19,169.57
'0:0:52.2,169.66
'0:0:52.21,169.92
'0:0:52.22,170.28
'0:0:52.23,170.36
'0:0:52.24,170.72
'0:0:52.25,170.98
'0:0:52.26,171.16
'0:0:52.27,171.42
'0:0:52.28,171.68
'0:0:52.29,171.77
'0:0:52.3,172.12
'0:0:52.31,172.39
'0:0:52.32,172.47
'0:0:52.33,172.65
'0:0:52.34,172.83
'0:0:52.35,172.91
'0:0:52.36,173.35
'0:0:52.37,173.44
'0:0:52.38,173.44
'0:0:52.39,173.53
'0:0:52.4,173.62
'0:0:52.41,173.62
'0:0:52.42,173.88
'0:0:52.43,173.97
'0:0:52.44,174.06
'0:0:52.45,174.06
'0:0:52.46,174.14
'0:0:52.47,174.23
'0:0:52.48,174.23
'0:0:52.49,174.23
'0:0:52.5,174.23
'0:0:52.51,174.23
'0:0:52.52,174.23
'0:0:52.53,174.23
'0:0:52.54,174.23
'0:0:52.55,174.23
'0:0:52.56,174.23
'0:0:52.57,174.23
'0:0:52.58,174.23
'0:0:52.59,174.14
'0:0:52.6,173.97
'0:0:52.61,173.79
'0:0:52.62,173.70
'0:0:52.63,173.53
'0:0:52.64,173.35
'0:0:52.65,173.26
'0:0:52.66,173.09
'0:0:52.67,172.83
'0:0:52.68,172.74
'0:0:52.69,172.39
'0:0:52.7,172.21
'0:0:52.71,172.12
'0:0:52.72,171.77
'0:0:52.73,171.59
'0:0:52.74,171.42
'0:0:52.75,171.24
'0:0:52.76,170.98
'0:0:52.77,170.80
'0:0:52.78,170.54
'0:0:52.79,170.19
'0:0:52.8,170.10
'0:0:52.81,169.75
'0:0:52.82,169.40
'0:0:52.83,169.22
'0:0:52.84,168.87
'0:0:52.85,168.61
'0:0:52.86,168.43
'0:0:52.87,168.17
'0:0:52.88,167.81
'0:0:52.89,167.64
'0:0:52.9,167.37
'0:0:52.91,167.02
'0:0:52.92,166.94
'0:0:52.93,166.67
'0:0:52.94,166.41
'0:0:52.95,166.23
'0:0:52.96,165.97
'0:0:52.97,165.70
'0:0:52.98,165.53
'0:0:52.99,165.27
'0:0:53.0,164.83
'0:0:53.01,164.83
'0:0:53.02,164.56
'0:0:53.03,164.56
'0:0:53.04,164.30
'0:0:53.05,164.21
'0:0:53.06,164.03
'0:0:53.07,163.95
'0:0:53.08,163.77
'0:0:53.09,163.59
'0:0:53.1,163.59
'0:0:53.11,163.51
'0:0:53.12,163.42
'0:0:53.13,163.33
'0:0:53.14,163.24
'0:0:53.15,163.16
'0:0:53.16,163.07
'0:0:53.17,163.07
'0:0:53.18,162.98
'0:0:53.19,162.98
'0:0:53.2,162.98
'0:0:53.21,162.98
'0:0:53.22,162.98
'0:0:53.23,162.98
'0:0:53.24,162.98
'0:0:53.25,162.98
'0:0:53.26,162.98
'0:0:53.27,163.07
'0:0:53.28,163.16
'0:0:53.29,163.24
'0:0:53.3,163.51
'0:0:53.31,163.59
'0:0:53.32,163.77
'0:0:53.33,163.95
'0:0:53.34,164.03
'0:0:53.35,164.12
'0:0:53.36,164.30
'0:0:53.37,164.47
'0:0:53.38,164.74
'0:0:53.39,164.91
'0:0:53.4,165.00
'0:0:53.41,165.27
'0:0:53.42,165.44
'0:0:53.43,165.62
'0:0:53.44,165.88
'0:0:53.45,166.14
'0:0:53.46,166.32
'0:0:53.47,166.58
'0:0:53.48,166.85
'0:0:53.49,167.02
'0:0:53.5,167.37
'0:0:53.51,167.64
'0:0:53.52,167.81
'0:0:53.53,168.08
'0:0:53.54,168.43
'0:0:53.55,168.52
'0:0:53.56,168.87
'0:0:53.57,169.13
'0:0:53.58,169.31
'0:0:53.59,169.57
'0:0:53.6,169.84
'0:0:53.61,170.01
'0:0:53.62,170.36
'0:0:53.63,170.63
'0:0:53.64,170.98
'0:0:53.65,171.16
'0:0:53.66,171.42
'0:0:53.67,171.51
'0:0:53.68,171.68
'0:0:53.69,171.86
'0:0:53.7,171.95
'0:0:53.71,172.21
'0:0:53.72,172.39
'0:0:53.73,172.39
'0:0:53.74,172.65
'0:0:53.75,172.83
'0:0:53.76,172.91
